#Data tag : 24v2 , Norm tag: None
#run:fill,time,ncms,hltpath,delivered(/pb),recorded(/pb)
385606:10105,09/12/24 08:53:23,643,HLT_Photon30EB_TightID_TightIso_v11,1.192582338,1.145968742
385618:10107,09/12/24 15:36:38,157,HLT_Photon30EB_TightID_TightIso_v11,0.369258558,0.333741804
385619:10107,09/12/24 16:43:37,98,HLT_Photon30EB_TightID_TightIso_v11,0.257797299,0.234103230
385620:10107,09/12/24 17:24:52,1782,HLT_Photon30EB_TightID_TightIso_v11,4.301804108,4.067133791
385697:10109,09/13/24 16:26:05,31,HLT_Photon30EB_TightID_TightIso_v11,0.035401651,0.032211904
385712:10112,09/13/24 22:09:19,478,HLT_Photon30EB_TightID_TightIso_v11,1.192873063,1.119058085
385713:10112,09/14/24 01:23:03,612,HLT_Photon30EB_TightID_TightIso_v11,1.606452075,1.507812046
385727:10115,09/14/24 07:48:40,512,HLT_Photon30EB_TightID_TightIso_v11,1.313579766,1.231904991
385728:10115,09/14/24 11:19:03,1108,HLT_Photon30EB_TightID_TightIso_v11,2.889017527,2.697718065
385738:10116,09/14/24 22:12:14,1701,HLT_Photon30EB_TightID_TightIso_v11,4.416460643,4.114461355
385739:10116,09/15/24 09:18:37,427,HLT_Photon30EB_TightID_TightIso_v11,0.791382978,0.762242347
385754:10117,09/15/24 14:03:08,102,HLT_Photon30EB_TightID_TightIso_v11,0.210193834,0.194801145
385764:10118,09/15/24 16:42:49,2215,HLT_Photon30EB_TightID_TightIso_v11,5.295305060,4.963975941
385799:10119,09/16/24 09:38:00,14,HLT_Photon30EB_TightID_TightIso_v11,0.010827322,0.009486814
385801:10119,09/16/24 09:48:03,102,HLT_Photon30EB_TightID_TightIso_v11,0.254112006,0.237233384
385836:10122,09/16/24 18:09:50,133,HLT_Photon30EB_TightID_TightIso_v11,0.306037917,0.288375348
385842:10122,09/16/24 20:25:55,1957,HLT_Photon30EB_TightID_TightIso_v11,4.576351400,4.308521698
385863:10123,09/17/24 11:30:08,18,HLT_Photon30EB_TightID_TightIso_v11,0.018986046,0.017753358
385882:10125,09/17/24 16:05:07,103,HLT_Photon30EB_TightID_TightIso_v11,0.223403923,0.210227655
385887:10125,09/17/24 17:28:59,2,HLT_Photon30EB_TightID_TightIso_v11,0.005314227,0.003727671
385888:10125,09/17/24 17:32:38,168,HLT_Photon30EB_TightID_TightIso_v11,0.440702937,0.414273121
385889:10125,09/17/24 19:03:21,1637,HLT_Photon30EB_TightID_TightIso_v11,3.913049221,3.680968792
385908:10126,09/18/24 07:53:51,863,HLT_Photon30EB_TightID_TightIso_v11,2.228673570,2.077601672
385915:10126,09/18/24 13:31:00,626,HLT_Photon30EB_TightID_TightIso_v11,1.621609437,1.506559302
385933:10127,09/18/24 20:18:21,171,HLT_Photon30EB_TightID_TightIso_v11,0.401745697,0.366694960
385934:10127,09/18/24 21:29:03,1229,HLT_Photon30EB_TightID_TightIso_v11,3.190653072,2.974344737
385986:10130,09/19/24 22:32:34,1995,HLT_Photon30EB_TightID_TightIso_v11,4.898725080,4.568115745
386006:10132,09/20/24 16:00:56,17,HLT_Photon30EB_TightID_TightIso_v11,0.034927845,0.030550242
386008:10132,09/20/24 16:13:06,49,HLT_Photon30EB_TightID_TightIso_v11,0.127993083,0.103934001
386010:10132,09/20/24 16:39:00,902,HLT_Photon30EB_TightID_TightIso_v11,2.372236827,2.220907908
386025:10134,09/21/24 03:26:38,1858,HLT_Photon30EB_TightID_TightIso_v11,4.663743999,4.369005502
386279:10139,09/25/24 19:45:30,213,HLT_Photon30EB_TightID_TightIso_v11,0.503553982,0.475868350
386285:10141,09/26/24 05:07:10,206,HLT_Photon30EB_TightID_TightIso_v11,0.493514352,0.432668089
386308:10142,09/26/24 10:25:40,144,HLT_Photon30EB_TightID_TightIso_v11,0.337113488,0.316644234
386313:10143,09/26/24 13:48:04,85,HLT_Photon30EB_TightID_TightIso_v11,0.180034269,0.171113691
386319:10144,09/26/24 16:26:23,702,HLT_Photon30EB_TightID_TightIso_v11,1.788959267,1.693625775
386478:10189,10/02/24 05:25:34,405,HLT_Photon30EB_TightID_TightIso_v11,0.985064468,0.939320593
386505:10190,10/02/24 16:45:21,285,HLT_Photon30EB_TightID_TightIso_v11,0.679488446,0.628481686
386509:10190,10/02/24 18:48:14,1032,HLT_Photon30EB_TightID_TightIso_v11,2.625323523,2.472036088
386553:10197,10/03/24 15:18:13,857,HLT_Photon30EB_TightID_TightIso_v11,2.255999035,2.105668987
386554:10197,10/03/24 20:54:36,1013,HLT_Photon30EB_TightID_TightIso_v11,2.425143211,2.306675634
386592:10199,10/04/24 12:52:01,421,HLT_Photon30EB_TightID_TightIso_v11,1.077702403,1.001989783
386593:10199,10/04/24 15:46:38,652,HLT_Photon30EB_TightID_TightIso_v11,1.768210775,1.659274650
386594:10199,10/04/24 20:20:34,871,HLT_Photon30EB_TightID_TightIso_v11,1.966247325,1.861742916
386604:10200,10/05/24 08:06:58,2002,HLT_Photon30EB_TightID_TightIso_v11,4.991265296,4.664131118
386605:10200,10/05/24 21:08:51,155,HLT_Photon30EB_TightID_TightIso_v11,0.256960185,0.248515110
386614:10201,10/06/24 00:32:57,754,HLT_Photon30EB_TightID_TightIso_v11,1.994696021,1.841422075
386615:10201,10/06/24 05:27:39,37,HLT_Photon30EB_TightID_TightIso_v11,0.100125793,0.088663150
386616:10201,10/06/24 05:44:35,127,HLT_Photon30EB_TightID_TightIso_v11,0.344803949,0.317786322
386617:10201,10/06/24 06:35:53,70,HLT_Photon30EB_TightID_TightIso_v11,0.189982812,0.176014581
386618:10201,10/06/24 07:04:33,952,HLT_Photon30EB_TightID_TightIso_v11,2.204720399,2.096613764
386629:10202,10/06/24 15:27:33,65,HLT_Photon30EB_TightID_TightIso_v11,0.112932524,0.103034391
386630:10202,10/06/24 15:54:09,28,HLT_Photon30EB_TightID_TightIso_v11,0.070998275,0.064504317
386640:10204,10/06/24 20:23:38,1161,HLT_Photon30EB_TightID_TightIso_v11,3.095018995,2.865818835
386642:10204,10/07/24 03:59:02,716,HLT_Photon30EB_TightID_TightIso_v11,1.603614581,1.513295254
386661:10206,10/07/24 11:24:15,440,HLT_Photon30EB_TightID_TightIso_v11,1.147097008,1.027861178
386668:10207,10/07/24 16:23:23,347,HLT_Photon30EB_TightID_TightIso_v11,0.886659412,0.812111482
386672:10208,10/07/24 21:18:35,130,HLT_Photon30EB_TightID_TightIso_v11,0.303290693,0.270038168
386673:10208,10/07/24 22:10:34,992,HLT_Photon30EB_TightID_TightIso_v11,2.694545248,2.510946460
386679:10209,10/08/24 07:20:42,357,HLT_Photon30EB_TightID_TightIso_v11,0.921853194,0.838363341
386693:10210,10/08/24 12:02:10,125,HLT_Photon30EB_TightID_TightIso_v11,0.290590394,0.269517367
386694:10210,10/08/24 13:04:36,1331,HLT_Photon30EB_TightID_TightIso_v11,3.546669853,3.303605770
386702:10211,10/08/24 23:56:26,218,HLT_Photon30EB_TightID_TightIso_v11,0.540411869,0.499848570
386703:10211,10/09/24 01:23:07,562,HLT_Photon30EB_TightID_TightIso_v11,1.524572553,1.405815663
386704:10211,10/09/24 05:28:30,1100,HLT_Photon30EB_TightID_TightIso_v11,2.607217434,2.456081798
386705:10211,10/09/24 12:38:04,151,HLT_Photon30EB_TightID_TightIso_v11,0.250189956,0.236110290
386749:10213,10/09/24 17:47:13,183,HLT_Photon30EB_TightID_TightIso_v11,6.015825927,5.492309238
386753:10213,10/09/24 19:09:35,1343,HLT_Photon30EB_TightID_TightIso_v11,71.753473870,69.521574512
386764:10214,10/10/24 06:50:06,149,HLT_Photon30EB_TightID_TightIso_v11,0.229820936,0.215558193
386795:10215,10/10/24 14:28:43,71,HLT_Photon30EB_TightID_TightIso_v11,0.144685858,0.134032053
386801:10216,10/10/24 18:07:18,66,HLT_Photon30EB_TightID_TightIso_v11,0.127548255,0.118757321
386814:10216,10/10/24 20:18:57,250,HLT_Photon30EB_TightID_TightIso_v11,0.677350336,0.632303119
386851:10218,10/12/24 00:34:13,401,HLT_Photon30EB_TightID_TightIso_v11,1.040351717,0.923503892
386852:10218,10/12/24 03:12:23,523,HLT_Photon30EB_TightID_TightIso_v11,1.417533133,1.302488136
386853:10218,10/12/24 06:40:43,77,HLT_Photon30EB_TightID_TightIso_v11,0.208968393,0.191854237
386854:10218,10/12/24 07:12:25,540,HLT_Photon30EB_TightID_TightIso_v11,1.380642532,1.297514263
386863:10219,10/12/24 13:24:38,480,HLT_Photon30EB_TightID_TightIso_v11,1.252248991,1.137309992
386864:10219,10/12/24 16:33:59,1491,HLT_Photon30EB_TightID_TightIso_v11,3.649032620,3.407088796
386872:10222,10/13/24 09:29:30,172,HLT_Photon30EB_TightID_TightIso_v11,0.415328703,0.385640162
386873:10222,10/13/24 10:39:03,332,HLT_Photon30EB_TightID_TightIso_v11,0.900537078,0.837483348
386885:10223,10/13/24 19:45:43,1370,HLT_Photon30EB_TightID_TightIso_v11,3.623942120,3.351380929
386917:10225,10/14/24 19:44:49,558,HLT_Photon30EB_TightID_TightIso_v11,1.461009511,1.346891313
386924:10226,10/15/24 03:42:19,1791,HLT_Photon30EB_TightID_TightIso_v11,4.570852036,4.218627574
386925:10226,10/15/24 15:21:33,172,HLT_Photon30EB_TightID_TightIso_v11,0.324452502,0.312203680
386945:10230,10/15/24 23:13:33,814,HLT_Photon30EB_TightID_TightIso_v11,2.161832639,1.994090262
386951:10232,10/16/24 06:45:06,663,HLT_Photon30EB_TightID_TightIso_v11,1.744177392,1.626871754
378985:9474,04/06/24 00:24:34,768,HLT_Photon30EB_TightID_TightIso_v8,0.001713316,0.001689638
378993:9475,04/06/24 08:01:17,79,HLT_Photon30EB_TightID_TightIso_v8,0.000536555,0.000524050
379006:9475,04/06/24 10:52:20,23,HLT_Photon30EB_TightID_TightIso_v8,0.000241539,0.000236661
379011:9475,04/06/24 11:58:18,399,HLT_Photon30EB_TightID_TightIso_v8,0.003524332,0.003186664
379012:9475,04/06/24 14:37:43,73,HLT_Photon30EB_TightID_TightIso_v8,0.000576091,0.000568221
379028:9476,04/06/24 19:56:15,534,HLT_Photon30EB_TightID_TightIso_v8,0.005299622,0.005175942
379031:9476,04/07/24 00:02:34,289,HLT_Photon30EB_TightID_TightIso_v8,0.002647032,0.002591794
379058:9479,04/07/24 09:34:30,826,HLT_Photon30EB_TightID_TightIso_v8,0.068027978,0.066256967
379075:9483,04/08/24 02:29:09,375,HLT_Photon30EB_TightID_TightIso_v8,0.028467707,0.027808980
379154:9485,04/08/24 22:13:02,1049,HLT_Photon30EB_TightID_TightIso_v8,0.078908060,0.076975760
379238:9496,04/10/24 16:44:48,285,HLT_Photon30EB_TightID_TightIso_v8,0.118138373,0.114035929
379243:9497,04/10/24 20:30:21,297,HLT_Photon30EB_TightID_TightIso_v8,0.131552063,0.129375114
379252:9499,04/11/24 01:57:11,644,HLT_Photon30EB_TightID_TightIso_v8,0.308168510,0.300965036
379253:9499,04/11/24 06:08:54,104,HLT_Photon30EB_TightID_TightIso_v8,0.053189688,0.052462619
379338:9510,04/12/24 14:27:21,170,HLT_Photon30EB_TightID_TightIso_v8,0.086934923,0.078661620
379355:9512,04/13/24 03:39:10,20,HLT_Photon30EB_TightID_TightIso_v8,0.020381355,0.019372639
379416:9517,04/14/24 17:34:19,195,HLT_Photon30EB_TightID_TightIso_v8,0.286018852,0.268683341
379420:9518,04/14/24 21:02:55,516,HLT_Photon30EB_TightID_TightIso_v8,0.759750687,0.717243662
379425:9519,04/15/24 02:03:52,203,HLT_Photon30EB_TightID_TightIso_v8,0.263969221,0.248454834
379433:9520,04/15/24 05:13:11,21,HLT_Photon30EB_TightID_TightIso_v8,0.009844123,0.008965801
379442:9521,04/15/24 07:07:46,269,HLT_Photon30EB_TightID_TightIso_v8,0.379993226,0.357654283
379454:9523,04/15/24 11:25:22,498,HLT_Photon30EB_TightID_TightIso_v8,0.735260976,0.668507089
379456:9523,04/15/24 14:47:09,1199,HLT_Photon30EB_TightID_TightIso_v8,1.448893568,1.361282249
379470:9525,04/16/24 00:38:26,800,HLT_Photon30EB_TightID_TightIso_v8,1.205233569,1.133484601
379530:9530,04/17/24 01:12:13,593,HLT_Photon30EB_TightID_TightIso_v8,1.336212431,1.248383187
379618:9537,04/18/24 08:43:50,360,HLT_Photon30EB_TightID_TightIso_v8,0.714644011,0.688342028
379660:9539,04/18/24 16:49:04,1507,HLT_Photon30EB_TightID_TightIso_v8,3.038093780,2.928676597
379661:9539,04/19/24 02:37:20,406,HLT_Photon30EB_TightID_TightIso_v8,0.562571883,0.555037067
379729:9543,04/19/24 17:38:45,1465,HLT_Photon30EB_TightID_TightIso_v8,3.203553838,3.105460513
379765:9548,04/20/24 14:03:25,1695,HLT_Photon30EB_TightID_TightIso_v8,3.882783938,3.689571546
379774:9549,04/21/24 03:13:58,156,HLT_Photon30EB_TightID_TightIso_v8,0.360042574,0.343195513
379866:9559,04/23/24 20:37:55,1337,HLT_Photon30EB_TightID_TightIso_v8,1.965952717,1.913915586
379984:9562,04/25/24 11:47:58,913,HLT_Photon30EB_TightID_TightIso_v8,1.667282586,1.620961953
380001:9564,04/25/24 20:39:17,691,HLT_Photon30EB_TightID_TightIso_v8,1.672239443,1.613909212
380005:9565,04/26/24 03:10:19,1062,HLT_Photon30EB_TightID_TightIso_v8,2.567668771,2.461196374
380007:9565,04/26/24 10:12:08,129,HLT_Photon30EB_TightID_TightIso_v8,0.257622468,0.244903753
380029:9566,04/26/24 15:02:20,55,HLT_Photon30EB_TightID_TightIso_v8,0.078437918,0.072260747
380030:9566,04/26/24 15:37:30,346,HLT_Photon30EB_TightID_TightIso_v8,1.018652187,0.966626459
380032:9566,04/26/24 19:11:02,19,HLT_Photon30EB_TightID_TightIso_v8,0.051006011,0.047960660
380033:9566,04/26/24 19:21:25,53,HLT_Photon30EB_TightID_TightIso_v8,0.145530944,0.138873671
380043:9567,04/26/24 22:44:31,900,HLT_Photon30EB_TightID_TightIso_v8,2.512648825,2.390134012
380049:9568,04/27/24 07:10:37,871,HLT_Photon30EB_TightID_TightIso_v8,2.469674331,2.329961303
380051:9568,04/27/24 12:55:48,735,HLT_Photon30EB_TightID_TightIso_v8,1.579329241,1.521897462
380052:9568,04/27/24 17:45:43,12,HLT_Photon30EB_TightID_TightIso_v8,0.021416151,0.020022708
380053:9568,04/27/24 17:57:47,128,HLT_Photon30EB_TightID_TightIso_v8,0.220308302,0.213432396
380056:9568,04/27/24 18:55:05,168,HLT_Photon30EB_TightID_TightIso_v8,0.259657450,0.249718681
380066:9569,04/27/24 22:17:19,552,HLT_Photon30EB_TightID_TightIso_v8,1.542196249,1.467174491
380074:9570,04/28/24 06:24:04,1306,HLT_Photon30EB_TightID_TightIso_v8,3.402311129,3.256407639
380115:9573,04/29/24 09:42:28,1792,HLT_Photon30EB_TightID_TightIso_v8,4.419577135,4.247061030
380195:9575,04/30/24 23:30:14,7,HLT_Photon30EB_TightID_TightIso_v8,0.022298330,0.020489748
380197:9575,05/01/24 00:09:50,357,HLT_Photon30EB_TightID_TightIso_v8,1.143863732,1.081930107
380235:9579,05/01/24 17:29:48,256,HLT_Photon30EB_TightID_TightIso_v8,0.711825574,0.666921280
380236:9579,05/01/24 19:12:09,57,HLT_Photon30EB_TightID_TightIso_v8,0.182679055,0.163228951
378981:9473,04/05/24 16:26:33,779,HLT_Photon30EB_TightID_TightIso_v8,0.001505888,0.001442011
379613:9537,04/18/24 03:20:17,120,HLT_Photon30EB_TightID_TightIso_v9,0.222666490,0.210336002
379617:9537,04/18/24 04:23:35,664,HLT_Photon30EB_TightID_TightIso_v9,1.572986650,1.477071490
380306:9585,05/02/24 19:54:33,246,HLT_Photon30EB_TightID_TightIso_v9,0.689165624,0.637941280
380308:9585,05/02/24 21:44:37,35,HLT_Photon30EB_TightID_TightIso_v9,0.112122378,0.094072627
380309:9585,05/02/24 22:01:22,351,HLT_Photon30EB_TightID_TightIso_v9,1.121710854,1.043603231
380310:9585,05/03/24 00:19:19,1131,HLT_Photon30EB_TightID_TightIso_v9,2.663864455,2.573992424
380346:9593,05/03/24 16:31:34,566,HLT_Photon30EB_TightID_TightIso_v9,1.687163865,1.584399885
380348:9593,05/03/24 20:21:14,341,HLT_Photon30EB_TightID_TightIso_v9,0.956470180,0.907299942
380349:9593,05/03/24 22:39:03,695,HLT_Photon30EB_TightID_TightIso_v9,1.476428083,1.431024388
380360:9594,05/04/24 06:56:16,1928,HLT_Photon30EB_TightID_TightIso_v9,4.739979635,4.562138462
380377:9602,05/04/24 23:50:36,416,HLT_Photon30EB_TightID_TightIso_v9,1.253327537,1.185117310
380384:9603,05/05/24 06:57:47,751,HLT_Photon30EB_TightID_TightIso_v9,2.288811122,2.167652351
380385:9603,05/05/24 11:54:10,1247,HLT_Photon30EB_TightID_TightIso_v9,2.753896261,2.658517129
380399:9604,05/05/24 23:17:17,494,HLT_Photon30EB_TightID_TightIso_v9,1.449701701,1.378820833
380403:9604,05/06/24 03:21:24,251,HLT_Photon30EB_TightID_TightIso_v9,0.740848303,0.706147301
380444:9605,05/06/24 15:21:13,325,HLT_Photon30EB_TightID_TightIso_v9,1.006893545,0.936263017
380446:9605,05/06/24 17:33:05,1028,HLT_Photon30EB_TightID_TightIso_v9,2.857298394,2.736654849
380447:9605,05/07/24 00:20:04,810,HLT_Photon30EB_TightID_TightIso_v9,1.448960535,1.415391406
380466:9606,05/07/24 09:21:16,504,HLT_Photon30EB_TightID_TightIso_v9,1.520907722,1.412303575
380470:9606,05/07/24 13:06:34,1634,HLT_Photon30EB_TightID_TightIso_v9,3.647641418,3.537398470
380481:9608,05/08/24 05:37:58,860,HLT_Photon30EB_TightID_TightIso_v9,2.616088191,2.468111662
380513:9609,05/08/24 20:35:34,1158,HLT_Photon30EB_TightID_TightIso_v9,3.398011463,3.227827507
380517:9609,05/09/24 04:20:58,39,HLT_Photon30EB_TightID_TightIso_v9,0.092396114,0.087467948
380531:9610,05/09/24 07:02:24,1023,HLT_Photon30EB_TightID_TightIso_v9,3.053196142,2.874955930
380534:9610,05/09/24 13:56:20,746,HLT_Photon30EB_TightID_TightIso_v9,1.575214420,1.529434181
380537:9610,05/09/24 19:09:12,58,HLT_Photon30EB_TightID_TightIso_v9,0.099698878,0.096128200
380538:9610,05/09/24 19:36:56,144,HLT_Photon30EB_TightID_TightIso_v9,0.225836255,0.221196567
380564:9611,05/09/24 23:47:54,742,HLT_Photon30EB_TightID_TightIso_v9,2.272118258,2.145976663
380567:9611,05/10/24 04:54:23,1081,HLT_Photon30EB_TightID_TightIso_v9,2.374856820,2.307406174
380623:9614,05/11/24 20:40:52,388,HLT_Photon30EB_TightID_TightIso_v9,1.142355477,1.072262551
380624:9614,05/11/24 23:16:57,809,HLT_Photon30EB_TightID_TightIso_v9,2.297143866,2.189053554
380625:9614,05/12/24 04:34:00,7,HLT_Photon30EB_TightID_TightIso_v9,0.016022185,0.014908470
380626:9614,05/12/24 04:39:38,14,HLT_Photon30EB_TightID_TightIso_v9,0.031725658,0.029396182
380627:9614,05/12/24 04:48:42,808,HLT_Photon30EB_TightID_TightIso_v9,1.521104244,1.486254940
380647:9618,05/12/24 22:28:59,375,HLT_Photon30EB_TightID_TightIso_v9,1.141637040,1.036268156
380649:9618,05/13/24 01:56:15,401,HLT_Photon30EB_TightID_TightIso_v9,1.175910794,1.109403799
380933:9651,05/19/24 16:19:32,773,HLT_Photon30EB_TightID_TightIso_v9,0.081142128,0.080210368
380945:9653,05/20/24 06:39:34,245,HLT_Photon30EB_TightID_TightIso_v9,0.707449217,0.667549775
380947:9653,05/20/24 11:38:48,823,HLT_Photon30EB_TightID_TightIso_v9,1.859055828,1.803122480
380963:9654,05/20/24 20:42:43,922,HLT_Photon30EB_TightID_TightIso_v9,2.619280707,2.498160565
381022:9659,05/21/24 23:53:15,586,HLT_Photon30EB_TightID_TightIso_v9,1.503422648,1.421686764
381053:9661,05/22/24 09:14:55,108,HLT_Photon30EB_TightID_TightIso_v9,0.238212471,0.227726347
381065:9662,05/22/24 12:16:48,791,HLT_Photon30EB_TightID_TightIso_v9,2.469967008,2.312335450
381067:9662,05/22/24 17:33:10,313,HLT_Photon30EB_TightID_TightIso_v9,0.871652104,0.837488835
381069:9662,05/22/24 20:20:01,307,HLT_Photon30EB_TightID_TightIso_v9,0.694280223,0.658986356
381070:9662,05/22/24 22:21:18,425,HLT_Photon30EB_TightID_TightIso_v9,0.814898936,0.796935185
381075:9663,05/23/24 03:44:43,426,HLT_Photon30EB_TightID_TightIso_v9,1.295223991,1.220780260
381078:9663,05/23/24 06:53:58,334,HLT_Photon30EB_TightID_TightIso_v9,1.015818558,0.949090714
381079:9663,05/23/24 09:06:56,396,HLT_Photon30EB_TightID_TightIso_v9,0.979521985,0.933704945
381080:9663,05/23/24 11:44:25,336,HLT_Photon30EB_TightID_TightIso_v9,0.692555723,0.663906771
381113:9664,05/23/24 18:23:22,236,HLT_Photon30EB_TightID_TightIso_v9,0.656586604,0.618763380
381114:9664,05/23/24 20:11:09,458,HLT_Photon30EB_TightID_TightIso_v9,1.480084500,1.384169989
381115:9664,05/23/24 23:12:31,1294,HLT_Photon30EB_TightID_TightIso_v9,2.868403533,2.777435379
381147:9666,05/24/24 11:18:30,186,HLT_Photon30EB_TightID_TightIso_v9,0.529665138,0.495962407
381148:9666,05/24/24 12:38:03,264,HLT_Photon30EB_TightID_TightIso_v9,0.872716012,0.816048339
381149:9666,05/24/24 14:31:14,133,HLT_Photon30EB_TightID_TightIso_v9,0.438778734,0.409110361
381150:9666,05/24/24 15:25:36,41,HLT_Photon30EB_TightID_TightIso_v9,0.131604932,0.123175276
381151:9666,05/24/24 15:45:17,851,HLT_Photon30EB_TightID_TightIso_v9,2.147631008,2.046672725
381152:9666,05/24/24 21:19:14,193,HLT_Photon30EB_TightID_TightIso_v9,0.370320236,0.358791840
381164:9667,05/25/24 00:51:30,1151,HLT_Photon30EB_TightID_TightIso_v9,3.649070238,3.412245059
381190:9670,05/25/24 13:16:43,1098,HLT_Photon30EB_TightID_TightIso_v9,3.434358501,3.214670259
381191:9670,05/25/24 20:25:58,1121,HLT_Photon30EB_TightID_TightIso_v9,2.336395831,2.265840391
381199:9672,05/26/24 09:25:18,147,HLT_Photon30EB_TightID_TightIso_v9,0.397412760,0.368974715
381212:9674,05/27/24 04:02:15,372,HLT_Photon30EB_TightID_TightIso_v9,1.163671875,1.091063042
381286:9677,05/27/24 16:09:15,711,HLT_Photon30EB_TightID_TightIso_v9,2.268935811,2.097224754
381309:9680,05/28/24 06:47:14,425,HLT_Photon30EB_TightID_TightIso_v9,1.338780371,1.258192403
381358:9683,05/28/24 18:58:02,3,HLT_Photon30EB_TightID_TightIso_v9,0.004290842,0.002771415
381364:9684,05/28/24 21:34:05,427,HLT_Photon30EB_TightID_TightIso_v9,1.254080811,1.160817926
381365:9684,05/29/24 00:22:44,595,HLT_Photon30EB_TightID_TightIso_v9,1.813557210,1.697021133
381371:9686,05/29/24 06:46:06,194,HLT_Photon30EB_TightID_TightIso_v9,0.527116635,0.498945319
381379:9687,05/29/24 10:50:00,833,HLT_Photon30EB_TightID_TightIso_v9,2.504545314,2.335044802
381380:9687,05/29/24 16:17:33,1354,HLT_Photon30EB_TightID_TightIso_v9,2.740189886,2.653698371
381384:9691,05/30/24 05:24:04,3482,HLT_Photon30EB_TightID_TightIso_v9,6.981476546,6.691916376
381417:9694,05/31/24 13:50:23,1783,HLT_Photon30EB_TightID_TightIso_v9,4.754501826,4.503200821
381443:9696,06/01/24 12:16:15,1509,HLT_Photon30EB_TightID_TightIso_v9,4.138302846,3.913270465
381477:9700,06/02/24 11:50:04,278,HLT_Photon30EB_TightID_TightIso_v9,0.778987043,0.733693708
381479:9700,06/02/24 13:58:03,434,HLT_Photon30EB_TightID_TightIso_v9,1.363375633,1.279521187
381480:9700,06/02/24 16:48:38,1268,HLT_Photon30EB_TightID_TightIso_v9,2.795018664,2.689465724
381484:9701,06/03/24 03:15:04,820,HLT_Photon30EB_TightID_TightIso_v9,2.494652147,2.332386150
381499:9705,06/03/24 16:18:24,195,HLT_Photon30EB_TightID_TightIso_v9,0.524395659,0.489249393
381500:9705,06/03/24 17:37:39,92,HLT_Photon30EB_TightID_TightIso_v9,0.289548215,0.263247326
381515:9707,06/03/24 22:01:00,514,HLT_Photon30EB_TightID_TightIso_v9,1.548589724,1.426507803
381516:9707,06/04/24 01:22:52,1672,HLT_Photon30EB_TightID_TightIso_v9,3.895594017,3.706792880
381543:9708,06/04/24 14:37:55,512,HLT_Photon30EB_TightID_TightIso_v9,1.571205112,1.475338378
381544:9708,06/04/24 18:12:43,1970,HLT_Photon30EB_TightID_TightIso_v9,4.257312709,4.097847473
#Summary:
#hltpath,nfill,nrun,ncms,totdelivered(/pb),totrecorded(/pb)
#HLT_Photon30EB_TightID_TightIso_v10,62,121,70025,164.723408078,154.678352408
#HLT_Photon30EB_TightID_TightIso_v11,113,214,134502,403.313440776,379.085437687
#HLT_Photon30EB_TightID_TightIso_v8,37,54,28343,47.008858259,44.913260180
#HLT_Photon30EB_TightID_TightIso_v9,42,85,55591,141.407799004,134.312960237
#
#Sum delivered  : 756.453506117
#Sum recorded : 712.990010513
#Check JSON:
